Geschäftscode,Spezielle Öffnungszeiten
COC,"2019-12-31: x, 2020-01-01: x, 2020-01-02: x, 2020-01-03: x, 2020-01-04: x, 2020-01-05: x, 2020-01-06: x, 2020-01-07: x, 2020-01-08: x, 2020-01-09: x, 2020-01-10: x, 2020-01-11: x, 2020-01-12: x, 2020-01-13: x, 2020-01-14: x, 2020-01-15: x, 2020-01-16: x, 2020-01-17: x, 2020-01-18: x, 2020-01-19: x, 2020-01-20: x, 2020-01-21: x, 2020-01-22: x, 2020-01-23: x, 2020-01-24: x, 2020-01-25: x, 2020-01-26: x, 2020-01-27: x, 2020-01-28: x, 2020-01-29: x, 2020-01-30: x, 2020-01-31: x, 2020-02-01: x, 2020-02-02: x, 2020-02-03: x, 2020-02-04: x, 2020-02-05: x, 2020-02-06: x, 2020-02-07: x, 2020-02-08: x, 2020-02-09: x, 2020-02-10: x, 2020-02-11: x, 2020-02-12: x, 2020-02-13: x, 2020-02-14: x, 2020-02-15: x, 2020-02-16: x, 2020-02-17: x, 2020-02-18: x, 2020-02-19: x, 2020-02-20: x, 2020-02-21: x, 2020-02-22: x, 2020-02-23: x, 2020-02-24: x, 2020-02-25: x, 2020-02-26: x, 2020-02-27: x, 2020-02-28: x, 2020-02-29: x, 2020-03-01: x, 2020-03-02: x, 2020-03-03: x, 2020-03-04: x, 2020-03-05: x, 2020-03-06: x, 2020-03-07: x, 2020-03-08: x, 2020-03-09: x, 2020-03-10: x, 2020-03-11: x, 2020-03-12: x, 2020-03-13: x, 2020-03-14: x, 2020-03-15: x, 2020-03-16: x, 2020-03-17: x, 2020-03-18: x, 2020-03-19: x, 2020-03-20: x, 2020-03-21: x, 2020-03-22: x, 2020-03-23: x, 2020-03-24: x, 2020-03-25: x, 2020-03-26: x, 2020-03-27: x, 2020-03-28: x, 2020-03-29: x, 2020-03-30: x, 2020-03-31: x"
